"Action","Type","Status","RelativePath","Name","Extension","SourcePath","TargetPath","SourceSize","TargetSize","SizeDifference","SourceModified","TargetModified","Recommendation","Notes"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\image003.jpg","","0 B","2.02 KB","-2,065.00 B","","8/28/2015 8:05:48 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","8/28/2015 8:05:48 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","9/17/2015 6:24:03 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\filelist.xml","","0 B","333.00 B","-333.00 B","","9/17/2015 6:24:03 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","9/17/2015 6:24:03 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\image002.jpg","","0 B","2.02 KB","-2,065.00 B","","9/17/2015 6:24:03 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Estimate - SBD GC Intro e 9-17-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","9/17/2015 6:24:03 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/31/2015 4:45:57 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\filelist.xml","","0 B","335.00 B","-335.00 B","","8/31/2015 4:45:57 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","8/31/2015 4:45:57 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\image002.jpg","","0 B","2.02 KB","-2,065.00 B","","8/31/2015 4:45:57 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum+\Construction\BDF Forum TI Preliminary Pricing Mtg Req e 8-31-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","8/31/2015 4:45:57 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\5th Amend\BDF Forum 5th Amend Review & Savings Analysis e 10-5-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\5th Amend\BDF Forum 5th Amend Review & Savings Analysis e 10-5-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","10/5/2015 9:56:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\5th Amend\BDF Forum 5th Amend Review & Savings Analysis e 10-5-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\5th Amend\BDF Forum 5th Amend Review & Savings Analysis e 10-5-15_files\image002.jpg","","0 B","2.02 KB","-2,065.00 B","","10/5/2015 9:56:22 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/15/2015 12:49:25 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","8/15/2015 12:49:25 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\image002.jpg","","0 B","2.01 KB","-2,060.00 B","","8/15/2015 12:49:25 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\image003.jpg","","0 B","2.01 KB","-2,062.00 B","","8/15/2015 12:49:25 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\BDF Forum TI Cost Estimate & Parking Approach e 8-15-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","8/15/2015 12:49:25 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Architectural CDs Estimate e 9-8-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Architectural CDs Estimate e 9-8-15_files\filelist.xml","","0 B","390.00 B","-390.00 B","","9/8/2015 7:03:37 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Architectural CDs Estimate e 9-8-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Architectural CDs Estimate e 9-8-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","9/8/2015 7:03:37 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Architectural CDs Estimate e 9-8-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Architectural CDs Estimate e 9-8-15_files\image002.jpg","","0 B","2.02 KB","-2,065.00 B","","9/8/2015 7:03:37 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/28/2015 8:05:48 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Forum-user-PC\Construction\BDF Forum Relo TI Preliminary Pricing Excercise Req e 8-28-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","8/28/2015 8:05:48 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\filelist.xml","","0 B","413.00 B","-413.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image002.jpg","","0 B","2.02 KB","-2,065.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image003.png","image003.png",".png","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image003.png","","0 B","7.85 KB","-8,040.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image004.gif","image004.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\image004.gif","","0 B","2.62 KB","-2,679.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\BDF Holdings City Of Addison Incentive Request Update e 9-1-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","9/1/2015 7:41:40 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","5/1/2013 5:02:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\filelist.xml","","0 B","374.00 B","-374.00 B","","5/1/2013 5:02:07 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\image001.png","image001.png",".png","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\image001.png","","0 B","12.33 KB","-12,621.00 B","","5/1/2013 5:02:07 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\image002.gif","image002.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\Cameron Tapley\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\TX Addison\BDF Holdings (NDeX)+\Forum Lease+\Lease & Amend+\5th Amend - 2016 Ext-Relo\Incentives\City of Addison\Town of Addison Incentive Proposal Project Legal e 5-1-13_files\image002.gif","","0 B","3.30 KB","-3,376.00 B","","5/1/2013 5:02:07 PM","Review for deletion or keep","File not in Source"
